office_name,date,monthly_registrations
Kannauj,2024-10-01,60.743675
Kannauj,2024-11-01,53.530136
Kannauj,2024-12-01,42.04633
Kannauj,2025-01-01,96.32176
Kannauj,2025-02-01,106.65281
Kannauj,2025-03-01,119.18784
Kannauj,2025-04-01,111.20604
Kannauj,2025-05-01,107.4938
Kanpur Dehat,2024-06-01,168.89209
Kanpur Dehat,2024-07-01,132.86116
Kanpur Dehat,2024-08-01,127.80083
Kanpur Dehat,2024-09-01,124.51059
Kanpur Dehat,2024-10-01,87.25159
Kanpur Dehat,2024-11-01,80.87347
Kanpur Dehat,2024-12-01,65.35288
Kanpur Dehat,2025-01-01,121.99508
Kanpur Dehat,2025-02-01,128.99136
Kanpur Dehat,2025-03-01,142.45413
Kanpur Dehat,2025-04-01,130.21312
Kanpur Dehat,2025-05-01,125.52592
Kanpur Nagar,2024-06-01,1525.1874
Kanpur Nagar,2024-07-01,1578.9839
Kanpur Nagar,2024-08-01,1760.7854
Kanpur Nagar,2024-09-01,1847.8873
Kanpur Nagar,2024-10-01,1912.2502
Kanpur Nagar,2024-11-01,1954.3175
Kanpur Nagar,2024-12-01,1981.7239
Kanpur Nagar,2025-01-01,2085.2808
Kanpur Nagar,2025-02-01,2155.7031
Kanpur Nagar,2025-03-01,2222.5955
Kanpur Nagar,2025-04-01,2255.3228
Kanpur Nagar,2025-05-01,2285.8967
Kasganj(Kashi Ram Nagar),2024-06-01,96.8718
Kasganj(Kashi Ram Nagar),2024-07-01,80.130684
Kasganj(Kashi Ram Nagar),2024-08-01,75.699104
Kasganj(Kashi Ram Nagar),2024-09-01,69.9391
Kasganj(Kashi Ram Nagar),2024-10-01,46.068638
Kasganj(Kashi Ram Nagar),2024-11-01,41.321518
Kasganj(Kashi Ram Nagar),2024-12-01,31.80898
Kasganj(Kashi Ram Nagar),2025-01-01,82.94072
Kasganj(Kashi Ram Nagar),2025-02-01,95.21735
Kasganj(Kashi Ram Nagar),2025-03-01,109.13276
Kasganj(Kashi Ram Nagar),2025-04-01,102.57124
Kasganj(Kashi Ram Nagar),2025-05-01,99.63944
Kaushambi,2024-06-01,171.99184
Kaushambi,2024-07-01,131.97357
Kaushambi,2024-08-01,130.39014
Kaushambi,2024-09-01,126.42972
Kaushambi,2024-10-01,87.45401
Kaushambi,2024-11-01,82.86761
Kaushambi,2024-12-01,66.404625
Kaushambi,2025-01-01,122.845
Kaushambi,2025-02-01,130.20622
Kaushambi,2025-03-01,143.45256
Kaushambi,2025-04-01,131.17276
Kaushambi,2025-05-01,126.352905
Lakhimpur Kheri,2024-06-01,417.29584
Lakhimpur Kheri,2024-07-01,438.97958
Lakhimpur Kheri,2024-08-01,456.64792
Lakhimpur Kheri,2024-09-01,471.76773
Lakhimpur Kheri,2024-10-01,450.35886
Lakhimpur Kheri,2024-11-01,442.89352
Lakhimpur Kheri,2024-12-01,430.98886
Lakhimpur Kheri,2025-01-01,541.72504
Lakhimpur Kheri,2025-02-01,613.5184
Lakhimpur Kheri,2025-03-01,706.8546
Lakhimpur Kheri,2025-04-01,779.56976
Lakhimpur Kheri,2025-05-01,870.2503
Lalitpur,2024-06-01,93.270424
Lalitpur,2024-07-01,82.85762
Lalitpur,2024-08-01,78.24159
Lalitpur,2024-09-01,68.39558
Lalitpur,2024-10-01,47.945576
Lalitpur,2024-11-01,41.844696
Lalitpur,2024-12-01,31.385221
Lalitpur,2025-01-01,84.48234
Lalitpur,2025-02-01,96.110176
Lalitpur,2025-03-01,110.082634
Lalitpur,2025-04-01,103.35026
Lalitpur,2025-05-01,100.36128
Mahanagar Arto Lucknow (Up321),2024-06-01,418.58157
Mahanagar Arto Lucknow (Up321),2024-07-01,449.22366
Mahanagar Arto Lucknow (Up321),2024-08-01,474.59317
Mahanagar Arto Lucknow (Up321),2024-09-01,490.97974
Mahanagar Arto Lucknow (Up321),2024-10-01,474.09988
Mahanagar Arto Lucknow (Up321),2024-11-01,466.74905
Mahanagar Arto Lucknow (Up321),2024-12-01,456.52914
Mahanagar Arto Lucknow (Up321),2025-01-01,570.1721
Mahanagar Arto Lucknow (Up321),2025-02-01,646.5839
Mahanagar Arto Lucknow (Up321),2025-03-01,744.68036
Mahanagar Arto Lucknow (Up321),2025-04-01,822.9133
Mahanagar Arto Lucknow (Up321),2025-05-01,919.2011
Maharajganj,2024-06-01,265.9688
Maharajganj,2024-07-01,255.05588
Maharajganj,2024-08-01,244.84698
Maharajganj,2024-09-01,240.19687
Maharajganj,2024-10-01,190.3235
Maharajganj,2024-11-01,176.85446
Maharajganj,2024-12-01,155.52159
Maharajganj,2025-01-01,231.17972
Maharajganj,2025-02-01,244.40138
Maharajganj,2025-03-01,278.71814
Maharajganj,2025-04-01,275.55026
Maharajganj,2025-05-01,285.1207
Mahoba,2024-06-01,92.55629
Mahoba,2024-07-01,81.68927
Mahoba,2024-08-01,77.0398
Mahoba,2024-09-01,67.71257
Mahoba,2024-10-01,47.144596
Mahoba,2024-11-01,41.180195
Mahoba,2024-12-01,30.916933
Mahoba,2025-01-01,83.74038
Mahoba,2025-02-01,95.48315
Mahoba,2025-03-01,109.53968
Mahoba,2025-04-01,102.88022
Mahoba,2025-05-01,99.938774
Mainpuri,2024-06-01,138.21521
Mainpuri,2024-07-01,117.3564
Mainpuri,2024-08-01,113.248764
Mainpuri,2024-09-01,102.74288
Mainpuri,2024-10-01,75.123344
Mainpuri,2024-11-01,66.098724
Mainpuri,2024-12-01,52.627445
Mainpuri,2025-01-01,109.62075
Mainpuri,2025-02-01,117.38543
Mainpuri,2025-03-01,130.79099
Mainpuri,2025-04-01,120.442795
Mainpuri,2025-05-01,116.37865
Mathura,2024-06-01,531.6243
Mathura,2024-07-01,587.56586
Mathura,2024-08-01,627.2784
Mathura,2024-09-01,674.92596
Mathura,2024-10-01,688.54346
Mathura,2024-11-01,711.7089
Mathura,2024-12-01,724.5215
Mathura,2025-01-01,862.5267
Mathura,2025-02-01,978.94867
Mathura,2025-03-01,1115.2714
Mathura,2025-04-01,1233.5902
Mathura,2025-05-01,1364.858
Mau,2024-06-01,234.9908
Mau,2024-07-01,198.88387
Mau,2024-08-01,197.45157
Mau,2024-09-01,197.16237
Mau,2024-10-01,142.09547
Mau,2024-11-01,139.98575
Mau,2024-12-01,119.90538
Mau,2025-01-01,184.00847
Mau,2025-02-01,193.98228
Mau,2025-03-01,216.19327
Mau,2025-04-01,203.80313
Mau,2025-05-01,200.94963
Meerut Rto,2024-06-01,894.23694
Meerut Rto,2024-07-01,950.9918
Meerut Rto,2024-08-01,1072.6542
Meerut Rto,2024-09-01,1168.9127
Meerut Rto,2024-10-01,1248.5831
Meerut Rto,2024-11-01,1331.9191
Meerut Rto,2024-12-01,1410.4614
Meerut Rto,2025-01-01,1575.7539
Meerut Rto,2025-02-01,1712.4248
Meerut Rto,2025-03-01,1850.6147
Meerut Rto,2025-04-01,1951.7106
Meerut Rto,2025-05-01,2045.0719
Mirzapur Rto,2024-06-01,244.61748
Mirzapur Rto,2024-07-01,220.85484
Mirzapur Rto,2024-08-01,214.0378
Mirzapur Rto,2024-09-01,211.4614
Mirzapur Rto,2024-10-01,158.82793
Mirzapur Rto,2024-11-01,152.56375
Mirzapur Rto,2024-12-01,131.80902
Mirzapur Rto,2025-01-01,200.24911
Mirzapur Rto,2025-02-01,209.86224
Mirzapur Rto,2025-03-01,236.79584
Mirzapur Rto,2025-04-01,225.71117
Mirzapur Rto,2025-05-01,227.63077
Moradabad,2024-06-01,671.0458
Moradabad,2024-07-01,740.31177
Moradabad,2024-08-01,808.5975
Moradabad,2024-09-01,882.54694
Moradabad,2024-10-01,927.9635
Moradabad,2024-11-01,984.3261
Moradabad,2024-12-01,1035.1392
Moradabad,2025-01-01,1197.6465
Moradabad,2025-02-01,1337.3694
Moradabad,2025-03-01,1491.5212
Moradabad,2025-04-01,1618.6864
Moradabad,2025-05-01,1747.2413
Muzaffarnagar,2024-06-01,434.45175
Muzaffarnagar,2024-07-01,456.00876
Muzaffarnagar,2024-08-01,478.59354
Muzaffarnagar,2024-09-01,497.05762
Muzaffarnagar,2024-10-01,480.64255
Muzaffarnagar,2024-11-01,474.0687
Muzaffarnagar,2024-12-01,464.27817
Muzaffarnagar,2025-01-01,578.2375
Muzaffarnagar,2025-02-01,656.1165
Muzaffarnagar,2025-03-01,755.4567
Muzaffarnagar,2025-04-01,835.25574
Muzaffarnagar,2025-05-01,933.06213
Noida,2024-06-01,1665.4019
Noida,2024-07-01,1752.137
Noida,2024-08-01,1889.9307
Noida,2024-09-01,1964.2456
Noida,2024-10-01,2006.0475
Noida,2024-11-01,2032.8596
Noida,2024-12-01,2044.8995
Noida,2025-01-01,2135.7214
Noida,2025-02-01,2195.6655
Noida,2025-03-01,2252.7297
Noida,2025-04-01,2277.8472
Noida,2025-05-01,2302.326
Orai,2024-06-01,190.32231
Orai,2024-07-01,156.41348
Orai,2024-08-01,150.88843
Orai,2024-09-01,145.06036
Orai,2024-10-01,106.43494
Orai,2024-11-01,98.92112
Orai,2024-12-01,80.56254
Orai,2025-01-01,142.12384
Orai,2025-02-01,149.23
Orai,2025-03-01,164.87889
Orai,2025-04-01,151.37811
Orai,2025-05-01,145.77638
Padrauna(Kushi Nagar),2024-06-01,274.71362
Padrauna(Kushi Nagar),2024-07-01,247.47438
Padrauna(Kushi Nagar),2024-08-01,249.67552
Padrauna(Kushi Nagar),2024-09-01,246.17632
Padrauna(Kushi Nagar),2024-10-01,186.82515
Padrauna(Kushi Nagar),2024-11-01,182.21207
Padrauna(Kushi Nagar),2024-12-01,158.86916
Padrauna(Kushi Nagar),2025-01-01,230.87837
Padrauna(Kushi Nagar),2025-02-01,246.21654
Padrauna(Kushi Nagar),2025-03-01,279.45584
Padrauna(Kushi Nagar),2025-04-01,276.79358
Padrauna(Kushi Nagar),2025-05-01,286.2505
Pilibhit,2024-06-01,209.50786
Pilibhit,2024-07-01,187.16008
Pilibhit,2024-08-01,178.07085
Pilibhit,2024-09-01,170.69725
Pilibhit,2024-10-01,130.7326
Pilibhit,2024-11-01,120.686
Pilibhit,2024-12-01,101.05739
Pilibhit,2025-01-01,168.57428
Pilibhit,2025-02-01,175.7524
Pilibhit,2025-03-01,195.99574
Pilibhit,2025-04-01,183.13593
Pilibhit,2025-05-01,177.2377
Pratapgarh,2024-06-01,582.0577
Pratapgarh,2024-07-01,581.50714
Pratapgarh,2024-08-01,659.3061
Pratapgarh,2024-09-01,702.11896
Pratapgarh,2024-10-01,725.33014
Pratapgarh,2024-11-01,751.31903
Pratapgarh,2024-12-01,771.3658
Pratapgarh,2025-01-01,913.59973
Pratapgarh,2025-02-01,1034.9396
Pratapgarh,2025-03-01,1175.9243
Pratapgarh,2025-04-01,1297.9728
Pratapgarh,2025-05-01,1431.3936
Prayagraj Rto,2024-06-01,1163.865
Prayagraj Rto,2024-07-01,1229.08
Prayagraj Rto,2024-08-01,1388.9899
Prayagraj Rto,2024-09-01,1498.0664
Prayagraj Rto,2024-10-01,1592.4514
Prayagraj Rto,2024-11-01,1674.0834
Prayagraj Rto,2024-12-01,1738.6447
Prayagraj Rto,2025-01-01,1880.5653
Prayagraj Rto,2025-02-01,1986.5677
Prayagraj Rto,2025-03-01,2088.3354
Prayagraj Rto,2025-04-01,2151.0366
Prayagraj Rto,2025-05-01,2206.9714
Raibareilly,2024-06-01,439.88763
Raibareilly,2024-07-01,456.35208
Raibareilly,2024-08-01,481.97623
Raibareilly,2024-09-01,500.0168
Raibareilly,2024-10-01,484.6383
Raibareilly,2024-11-01,477.97748
Raibareilly,2024-12-01,468.30884
Raibareilly,2025-01-01,583.00415
Raibareilly,2025-02-01,661.5871
Raibareilly,2025-03-01,761.7315
Raibareilly,2025-04-01,842.39813
Raibareilly,2025-05-01,941.0893
Saharanpur Rto,2024-06-01,598.6575
Saharanpur Rto,2024-07-01,643.2524
Saharanpur Rto,2024-08-01,702.03827
Saharanpur Rto,2024-09-01,757.77997
Saharanpur Rto,2024-10-01,786.22876
Saharanpur Rto,2024-11-01,823.11096
Saharanpur Rto,2024-12-01,853.2297
Saharanpur Rto,2025-01-01,1003.321
Saharanpur Rto,2025-02-01,1132.1125
Saharanpur Rto,2025-03-01,1279.6787
Saharanpur Rto,2025-04-01,1406.0953
Saharanpur Rto,2025-05-01,1540.8578
Sahjahanpur,2024-06-01,478.91653
Sahjahanpur,2024-07-01,515.1226
Sahjahanpur,2024-08-01,545.77716
Sahjahanpur,2024-09-01,577.57623
Sahjahanpur,2024-10-01,575.20465
Sahjahanpur,2024-11-01,580.2955
Sahjahanpur,2024-12-01,571.56537
Sahjahanpur,2025-01-01,696.79694
Sahjahanpur,2025-02-01,793.632
Sahjahanpur,2025-03-01,910.4783
Sahjahanpur,2025-04-01,1010.1706
Sahjahanpur,2025-05-01,1126.649
Sambhal Arto,2024-06-01,399.46167
Sambhal Arto,2024-07-01,411.5818
Sambhal Arto,2024-08-01,428.00885
Sambhal Arto,2024-09-01,436.2159
Sambhal Arto,2024-10-01,408.93674
Sambhal Arto,2024-11-01,401.9023
Sambhal Arto,2024-12-01,384.3348
Sambhal Arto,2025-01-01,492.6293
Sambhal Arto,2025-02-01,555.9261
Sambhal Arto,2025-03-01,640.94244
Sambhal Arto,2025-04-01,703.4022
Sambhal Arto,2025-05-01,783.546
Sant Kabir Nagar,2024-06-01,151.81038
Sant Kabir Nagar,2024-07-01,121.64613
Sant Kabir Nagar,2024-08-01,118.46965
Sant Kabir Nagar,2024-09-01,111.91306
Sant Kabir Nagar,2024-10-01,78.68779
Sant Kabir Nagar,2024-11-01,71.92047
Sant Kabir Nagar,2024-12-01,57.732464
Sant Kabir Nagar,2025-01-01,113.65187
Sant Kabir Nagar,2025-02-01,121.16751
Sant Kabir Nagar,2025-03-01,134.63379
Sant Kabir Nagar,2025-04-01,123.53932
Sant Kabir Nagar,2025-05-01,119.364784
Shamli Arto,2024-06-01,114.420555
Shamli Arto,2024-07-01,103.46598
Shamli Arto,2024-08-01,99.227776
Shamli Arto,2024-09-01,85.49363
Shamli Arto,2024-10-01,63.93931
Shamli Arto,2024-11-01,54.847763
Shamli Arto,2024-12-01,42.38279
Shamli Arto,2025-01-01,98.981
Shamli Arto,2025-02-01,108.47309
Shamli Arto,2025-03-01,121.27524
Shamli Arto,2025-04-01,112.849686
Shamli Arto,2025-05-01,109.07577
Shravasti,2024-06-01,123.036606
Shravasti,2024-07-01,109.20865
Shravasti,2024-08-01,104.92871
Shravasti,2024-09-01,91.87941
Shravasti,2024-10-01,68.568954
Shravasti,2024-11-01,58.8321
Shravasti,2024-12-01,46.24967
Shravasti,2025-01-01,103.18265
Shravasti,2025-02-01,111.92872
Shravasti,2025-03-01,124.99576
Shravasti,2025-04-01,115.81107
Shravasti,2025-05-01,111.921265
Siddharth Nagar(Naugarh),2024-06-01,262.2381
Siddharth Nagar(Naugarh),2024-07-01,215.69981
Siddharth Nagar(Naugarh),2024-08-01,226.53178
Siddharth Nagar(Naugarh),2024-09-01,227.87567
Siddharth Nagar(Naugarh),2024-10-01,165.96173
Siddharth Nagar(Naugarh),2024-11-01,164.83823
Siddharth Nagar(Naugarh),2024-12-01,143.641
Siddharth Nagar(Naugarh),2025-01-01,209.95782
Siddharth Nagar(Naugarh),2025-02-01,221.42741
Siddharth Nagar(Naugarh),2025-03-01,250.06964
Siddharth Nagar(Naugarh),2025-04-01,241.70949
Siddharth Nagar(Naugarh),2025-05-01,245.71597
Sitapur,2024-06-01,597.75226
Sitapur,2024-07-01,639.40454
Sitapur,2024-08-01,698.9407
Sitapur,2024-09-01,753.72034
Sitapur,2024-10-01,781.754
Sitapur,2024-11-01,817.8732
Sitapur,2024-12-01,847.27716
Sitapur,2025-01-01,996.8401
Sitapur,2025-02-01,1125.1415
Sitapur,2025-03-01,1272.3069
Sitapur,2025-04-01,1398.4972
Sitapur,2025-05-01,1533.2616
Sonbhadra,2024-06-01,89.40676
Sonbhadra,2024-07-01,75.984474
Sonbhadra,2024-08-01,71.35385
Sonbhadra,2024-09-01,64.58438
Sonbhadra,2024-10-01,43.285896
Sonbhadra,2024-11-01,38.090298
Sonbhadra,2024-12-01,28.742886
Sonbhadra,2025-01-01,80.199646
Sonbhadra,2025-02-01,92.50997
Sonbhadra,2025-03-01,106.957695
Sonbhadra,2025-04-01,100.646355
Sonbhadra,2025-05-01,97.93452
Sultanpur,2024-06-01,355.29346
Sultanpur,2024-07-01,329.9429
Sultanpur,2024-08-01,353.95248
Sultanpur,2024-09-01,352.60507
Sultanpur,2024-10-01,309.32535
Sultanpur,2024-11-01,304.9836
Sultanpur,2024-12-01,276.36465
Sultanpur,2025-01-01,373.796
Sultanpur,2025-02-01,416.69803
Sultanpur,2025-03-01,479.3308
Sultanpur,2025-04-01,514.37286
Sultanpur,2025-05-01,564.7611
Transport Nagar Rto Lucknow (Up32),2024-06-01,2792.454
Transport Nagar Rto Lucknow (Up32),2024-07-01,2514.4692
Transport Nagar Rto Lucknow (Up32),2024-08-01,2614.3674
Transport Nagar Rto Lucknow (Up32),2024-09-01,2585.6116
Transport Nagar Rto Lucknow (Up32),2024-10-01,2460.452
Transport Nagar Rto Lucknow (Up32),2024-11-01,2465.2817
Transport Nagar Rto Lucknow (Up32),2024-12-01,2417.9053
Transport Nagar Rto Lucknow (Up32),2025-01-01,2443.3423
Transport Nagar Rto Lucknow (Up32),2025-02-01,2438.6719
Transport Nagar Rto Lucknow (Up32),2025-03-01,2427.247
Transport Nagar Rto Lucknow (Up32),2025-04-01,2414.5142
Transport Nagar Rto Lucknow (Up32),2025-05-01,2412.3682
Unnao,2024-06-01,285.42978
Unnao,2024-07-01,280.8941
Unnao,2024-08-01,270.34958
Unnao,2024-09-01,265.1009
Unnao,2024-10-01,218.48582
Unnao,2024-11-01,200.78993
Unnao,2024-12-01,176.4515
Unnao,2025-01-01,259.90244
Unnao,2025-02-01,278.41983
Unnao,2025-03-01,319.00748
Unnao,2025-04-01,323.5601
Unnao,2025-05-01,341.25806
Varanasi Rto,2024-06-01,1698.1423
Varanasi Rto,2024-07-01,1769.5272
Varanasi Rto,2024-08-01,1912.4105
Varanasi Rto,2024-09-01,1981.0648
Varanasi Rto,2024-10-01,2021.1216
Varanasi Rto,2024-11-01,2044.4366
Varanasi Rto,2024-12-01,2054.4395
Varanasi Rto,2025-01-01,2142.986
Varanasi Rto,2025-02-01,2201.424
Varanasi Rto,2025-03-01,2256.9626
Varanasi Rto,2025-04-01,2281.0017
Varanasi Rto,2025-05-01,2304.5928
